20;26872.0
20;27361.0
20;26463.0
20;27110.0
20;27909.0
20;26221.0
20;27227.0
20;26718.0
20;27881.0
20;26596.0
20;26789.0
20;27157.0
20;26779.0
20;27521.0
20;26687.0
20;27112.0
20;27027.0
20;27584.0
20;26501.0
20;27189.0
50;27046.0
50;27615.0
50;27407.0
50;27228.0
50;27729.0
50;27304.0
50;26691.0
50;27863.0
50;27935.0
50;28045.0
50;26840.0
50;27858.0
50;27757.0
50;27463.0
50;26916.0
50;27331.0
50;27525.0
50;27319.0
50;27046.0
50;27422.0
100;27331.0
100;27409.0
100;28008.0
100;27604.0
100;27664.0
100;27483.0
100;27612.0
100;28077.0
100;27736.0
100;27482.0
100;27449.0
100;27806.0
100;27678.0
100;27706.0
100;27770.0
100;27459.0
100;27354.0
100;27292.0
100;27641.0
100;27427.0
200;27692.0
200;28350.0
200;27524.0
200;27655.0
200;28092.0
200;28294.0
200;27664.0
200;28070.0
200;28026.0
200;28159.0
200;28029.0
200;28016.0
200;28354.0
200;28252.0
200;27364.0
200;28017.0
200;27785.0
200;28266.0
200;27731.0
200;27807.0
300;27644.0
300;28851.0
300;27621.0
300;27449.0
300;28162.0
300;27711.0
300;27910.0
300;27762.0
300;27910.0
300;27987.0
300;27680.0
300;28365.0
300;28383.0
300;27523.0
300;28573.0
300;27505.0
300;28874.0
300;27855.0
300;28394.0
300;27715.0
400;28209.0
400;27639.0
400;27991.0
400;28043.0
400;27853.0
400;27754.0
400;28072.0
400;28039.0
400;27741.0
400;27990.0
400;27761.0
400;28201.0
400;27616.0
400;27463.0
400;28626.0
400;28173.0
400;27910.0
400;27735.0
400;28236.0
400;28206.0
500;27788.0
500;28208.0
500;28162.0
500;28112.0
500;27742.0
500;28075.0
500;28362.0
500;28396.0
500;28185.0
500;27997.0
500;28486.0
500;27956.0
500;28140.0
500;28546.0
500;28322.0
500;27979.0
500;27845.0
500;28060.0
500;28563.0
500;28082.0
600;28204.0
600;27807.0
600;28480.0
600;27887.0
600;28134.0
600;27919.0
600;27974.0
600;29102.0
600;28188.0
600;27633.0
600;27647.0
600;27961.0
600;28040.0
600;28392.0
600;27842.0
600;28104.0
600;28070.0
600;28929.0
600;29282.0
600;27849.0
700;28001.0
700;27736.0
700;28576.0
700;28086.0
700;27718.0
700;28611.0
700;27972.0
700;28496.0
700;27860.0
700;28881.0
700;28147.0
700;28289.0
700;28033.0
700;28365.0
700;28122.0
700;28065.0
700;28755.0
700;28177.0
700;28110.0
700;29431.0
800;28687.0
800;27984.0
800;29081.0
800;28570.0
800;28031.0
800;28188.0
800;28605.0
800;28302.0
800;28416.0
800;28492.0
800;28400.0
800;28567.0
800;28140.0
800;28643.0
800;28015.0
800;28390.0
800;29284.0
800;28581.0
800;28018.0
800;28257.0
900;28944.0
900;28475.0
